RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JB503922,,11/05/2018 07:30:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/05/2018 07:40:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2176,W,PRATT BLVD,2411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,7,2,11,42.005213259,-87.685806471,POINT (-87.685806471109 42.005213258604)
JB504898,,11/05/2018 07:23:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT ON GRADE,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 06:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,10131,S,BEVERLY AVE,2213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.709622264,-87.65725173,POINT (-87.657251729862 41.709622264192)
JB504813,,11/05/2018 07:20:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/05/2018 05:43:00 PM,NOT APPLICABLE,NOT APPLICABLE,3030,W,COLUMBUS AVE,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.752238506,-87.698797522,POINT (-87.698797522344 41.752238505912)
JB504677,,11/05/2018 07:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/05/2018 04:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2500,N,PULASKI RD,2524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.926409575,-87.726971585,POINT (-87.726971584675 41.926409575286)
JB203917,,11/05/2018 07:20:00 AM,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 07:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10,W,PERSHING RD,213,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,7,2,11,41.823818814,-87.626865635,POINT (-87.626865635237 41.823818813695)
JB504232,,11/05/2018 07:19:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 10:46:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1754,N,CENTRAL AVE,2531,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,2,11,41.912845148,-87.765782681,POINT (-87.765782680534 41.912845148082)
JB503930,,11/05/2018 07:12:00 AM,20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 07:45:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,11832,S,JUSTINE ST,524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.678381576,-87.660344232,POINT (-87.660344231764 41.678381575861)
JB503986,,11/05/2018 07:10:00 AM,35,LANE USE MARKING,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 07:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,5525,N,EAST RIVER RD,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.979902231,-87.846290736,POINT (-87.846290735775 41.979902231477)
JB504863,,11/05/2018 07:08:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 06:14:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5599,N,EAST RIVER RD,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.980900054,-87.846287755,POINT (-87.84628775533 41.980900054373)
JB505636,,11/05/2018 07:05:00 AM,20,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/06/2018 10:58:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6603,S,ARTESIAN AVE,832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,2,11,41.773632976,-87.684561848,POINT (-87.684561848393 41.773632976121)
JB503908,,11/05/2018 07:04:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 07:04:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2316,W,MADISON ST,1223,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,7,2,11,41.881298415,-87.684700228,POINT (-87.684700228427 41.881298414762)
JB506142,,11/05/2018 07:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/06/2018 03:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7511,S,INDIANA AVE,623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,2,11,41.75794852,-87.619772838,POINT (-87.619772838451 41.757948519596)
JB504136,Y,11/05/2018 07:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,UNKNOWN,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 10:20:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5427,W,FERDINAND ST,1523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,2,11,41.888781261,-87.761536217,POINT (-87.761536217402 41.888781261319)
JB503947,,11/05/2018 07:00:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",11/05/2018 08:00:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6560,W,FULLERTON AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,11,41.923750201,-87.78988086,POINT (-87.789880859626 41.923750201042)
JB503923,,11/05/2018 07:00:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 07:38:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,2015,N,HUMBOLDT BLVD,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,2,11,41.917930066,-87.701958555,POINT (-87.701958554884 41.917930065969)
JB503906,N,11/05/2018 07:00:00 AM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAWN,PEDALCYCLIST,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/05/2018 07:05:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,5700,S,WESTERN AVE,824,,Y,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,7,2,11,41.790118085,-87.684082168,POINT (-87.684082168007 41.790118084538)
JB504879,,11/05/2018 06:57:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/05/2018 06:25:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,100,S,LAKE SHORE DR NB,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.880857398,-87.617397144,POINT (-87.617397143842 41.880857397766)
JB509916,,11/05/2018 06:55:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 07:00:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,205,S,RACINE AVE,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.878898756,-87.656899094,POINT (-87.656899093598 41.878898755683)
JB503907,,11/05/2018 06:55:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/05/2018 07:01:00 AM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6929,W,FOSTER AVE,1613,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.97543309,-87.80113682,POINT (-87.801136820047 41.975433089712)
JB503913,,11/05/2018 06:50:00 AM,30,NO CONTROLS,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",11/05/2018 06:55:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,3615,E,112TH ST,433,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,2,11,41.69173533,-87.535844168,POINT (-87.535844167761 41.691735330058)
JB504535,,11/05/2018 06:43:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2018 02:53:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,3409,W,ADDISON ST,1732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.946452234,-87.71308924,POINT (-87.713089240331 41.946452233809)
JB504205,,11/05/2018 06:30:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 11:02:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,4543,S,JUSTINE ST,924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,2,11,41.810972246,-87.663671519,POINT (-87.663671519175 41.810972246416)
JB503898,,11/05/2018 06:28:00 AM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 07:00:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,866,N,LAKE SHORE DR,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.898461658,-87.618343457,POINT (-87.618343456802 41.898461657605)
JB503910,,11/05/2018 06:10:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/05/2018 07:04:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2550,N,PULASKI RD,2524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.927813509,-87.727013034,POINT (-87.727013034313 41.92781350925)
JB503888,,11/05/2018 06:05:00 AM,30,NO CONTROLS,NO CONTROLS,RAIN,DAWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 06:10:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4344,W,26TH ST,1013,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,2,11,41.84424849,-87.732680689,POINT (-87.732680688574 41.844248490308)
JB509443,,11/05/2018 06:00:00 AM,30,TRAFFIC SIGNAL,NOT FUNCTIONING,CLOUDY/OVERCAST,DARKNESS,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/09/2018 10:00:00 AM,NOT APPLICABLE,NOT APPLICABLE,100,E,18TH ST,132,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,2,11,41.857988264,-87.62389466,POINT (-87.623894660406 41.857988263931)
JB503905,,11/05/2018 05:58:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 06:15:00 AM,EXCEEDING AUTHORIZED SPEED LIMIT,NOT APPLICABLE,1000,N,LAKE SHORE DR NB,1824,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,2,11,41.901002863,-87.619779806,POINT (-87.619779806193 41.901002863094)
JB503895,,11/05/2018 05:58:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN BARRIER,8,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 06:15:00 AM,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,1000,N,LAKE SHORE DR,1824,,,,,,,3,NONINCAPACITATING INJURY,2,0,0,2,0,2,0,5,2,11,41.900752974,-87.624235,POINT (-87.62423499978 41.900752974042)
JB504605,,11/05/2018 05:50:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PEDESTRIAN,UNKNOWN,1,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,11/05/2018 03:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,11150,S,WESTERN AVE,2212,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,5,2,11,41.690214082,-87.681251795,POINT (-87.681251794706 41.690214081548)
JB503894,,11/05/2018 05:48:00 AM,30,LANE USE MARKING,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,OTHER,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 05:48:00 AM,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,DRIVING ON WRONG SIDE/WRONG WAY,4959,W,FULLERTON AVE,2522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,2,11,41.924066374,-87.751101922,POINT (-87.751101922237 41.924066373509)
JB505405,,11/05/2018 05:25:00 AM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/06/2018 08:25:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1299,E,59TH ST,235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,2,11,41.78771163,-87.594828116,POINT (-87.594828116316 41.787711629999)
JB507171,,11/05/2018 05:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/07/2018 01:42:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3100,S,PULASKI RD,1031,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,2,11,41.836789643,-87.724495465,POINT (-87.724495465118 41.836789642982)
JB503879,,11/05/2018 05:00:00 AM,25,NO CONTROLS,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/05/2018 05:40:00 AM,NOT APPLICABLE,NOT APPLICABLE,2045,W,69TH PL,735,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,2,11,41.767404562,-87.675384079,POINT (-87.675384079059 41.76740456206)
JB503868,,11/05/2018 05:00:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT ON GRADE,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/05/2018 05:08:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5299,S,WESTERN AVE,923,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,5,2,11,41.797603349,-87.683984509,POINT (-87.683984508624 41.797603349166)
JB504516,,11/05/2018 04:34:00 AM,10,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",REAR END,OTHER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,$500 OR LESS,11/05/2018 02:35:00 PM,IMPROPER BACKING,IMPROPER BACKING,4334,W,26TH ST,1013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,4,2,11,41.844249434,-87.732620605,POINT (-87.732620605015 41.844249433592)
JB503858,,11/05/2018 03:40:00 AM,25,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,4,"CURVE, LEVEL",WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 03:52:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,1000,N,LAKE SHORE DR SB,1824,,,,,,,1,,,,,,,,,3,2,11,41.900958919,-87.619928174,POINT (-87.619928173678 41.900958919109)
JB503846,,11/05/2018 02:50:00 AM,5,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,PARKING LOT,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 03:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2840,W,NORTH AVE,1421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,2,2,11,41.910312684,-87.698645057,POINT (-87.698645056731 41.910312683792)
JB504591,Y,11/05/2018 02:30:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/05/2018 03:13:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4507,N,CENTRAL PARK AVE,1723,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,2,11,41.963152805,-87.71794964,POINT (-87.717949640176 41.963152805417)
JB503837,N,11/05/2018 02:02:00 AM,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/05/2018 02:02:00 AM,EXCEEDING SAFE SPEED FOR CONDITIONS,WEATHER,6248,W,BELMONT AVE,1633,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,2,11,41.93847023,-87.783008938,POINT (-87.783008938433 41.938470229748)
JB504767,,11/05/2018 02:00:00 AM,20,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/05/2018 05:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10505,S,AVENUE O,432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,2,11,41.704376578,-87.539960971,POINT (-87.539960970838 41.704376578145)
JB504074,,11/05/2018 02:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,OTHER,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 09:13:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7950,S,FRANCISCO AVE,835,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,2,11,41.748343167,-87.695170304,POINT (-87.695170303815 41.74834316663)
JB504053,Y,11/05/2018 02:00:00 AM,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/05/2018 09:15:00 AM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,5315,N,NAGLE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,2,11,41.97794956,-87.7876844,POINT (-87.787684399686 41.977949560119)
JB503843,,11/05/2018 02:00:00 AM,9,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",11/05/2018 02:35:00 AM,DISREGARDING STOP SIGN,NOT APPLICABLE,700,E,64TH ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,2,11,41.778664061,-87.608288599,POINT (-87.608288598786 41.778664060844)
JB503829,,11/05/2018 01:57:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/05/2018 01:57:00 AM,FOLLOWING TOO CLOSELY,EXCEEDING SAFE SPEED FOR CONDITIONS,6355,N,PULASKI RD,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,1,2,11,41.996989181,-87.728765145,POINT (-87.728765145103 41.996989181256)
